index,Formula,sim_cell,PBE_LC,PBE_bgType,PBE_bg_eV,PBE_dbg_eV,PBE_FormE_eV,PBE_DecoE_eV,dielc,PV_FOM,SLME_5um,SLME_100um,HSE_LC,HSE_bgType,HSE_bg_eV,HSE_dbg_eV,HSE_FormE_eV,HSE_DecoE_eV
443,K0.5Cs0.5PbI3,2x2x2,6.37856,Direct,1.466,1.4668,-4.80778,1.52922,6.08253,5.43886,0.205578,0.319003,,,,,,
444,K0.125Rb0.875SrBr3,2x2x2,5.99498,Direct,3.856,3.856,-9.79548,0.226647,2.9301,3.53761,0.000162003,0.00158581,,,,,,
445,K0.375Rb0.375Cs0.25BaI3,2x2x2,6.76534,Direct,3.218,3.2183,-7.92018,2.29945,3.2109,4.15734,0.0065775,0.0269902,,,,,,
446,K0.25Rb0.125Cs0.625BaI3,2x2x2,6.77103,Direct,3.327,3.3274,-8.0805,1.31238,3.23453,4.10999,0.00500696,0.0211742,,,,,,
447,K0.75Cs0.25SnI3,2x2x2,6.24956,Direct,0.411,0.4117,-4.39539,1.99261,12.5152,5.51568,0.0678707,0.0889437,,,,,,
448,K0.625Rb0.125Cs0.25PbI3,2x2x2,6.37184,Direct,1.458,1.4586,-4.69957,2.19631,6.07957,5.44087,0.206234,0.319963,,,,,,
450,K0.5Rb0.125Cs0.375GeBr3,2x2x2,5.71556,Direct,1.907,1.907,-5.53703,-0.21141,4.57973,5.08817,0.118806,0.245582,,,,,,
451,K0.25FA0.75SrBr3,2x2x2,6.1161,Direct,4.169,4.1699,-10.039,-0.516704,3.00813,3.46264,0.0,1.05947e-07,,,,,,
452,K0.50Rb0.125MA0.375SrCl3,2x2x2,5.62483,Direct,5.181,5.1812,-11.3659,1.27721,2.73587,3.09162,0.0,0.0,,,,,,
453,K0.375Cs0.125FA0.5CaI3,2x2x2,6.22883,Direct,3.556,3.5565,-7.91031,0.767188,3.7447,4.17533,0.00303408,0.0104934,,,,,,
454,K0.25Rb0.25FA0.5SrI3,2x2x2,6.4052,Indirect,3.635,3.637,-8.23149,0.894761,3.49593,3.98036,0.00206612,0.0075377,,,,,,
455,MA0.125FA0.875CaBr3,2x2x2,6.13597,Direct,4.001,4.001,-9.7053,-0.574423,3.0034,3.51959,1.7562e-05,0.000144846,,,,,,
456,Rb0.25Cs0.125MA0.625GeBr3,2x2x2,5.86516,Direct,1.572,1.5723,-5.56062,-0.234875,4.99067,5.1996,0.203468,0.30537,,,,,,
457,Rb0.375Cs0.25FA0.375SnBr3,2x2x2,6.01268,Indirect,1.839,1.8537,-6.16163,-0.466878,4.7956,5.21549,0.171798,0.253654,,,,,,
458,K0.375Rb0.125Cs0.125FA0.375GeI3,2x2x2,6.36557,Indirect,1.768,1.8014,-4.05191,1.08909,4.9848,5.2212,0.169831,0.261317,,,,,,
459,K0.375Rb0.125Cs0.125MA0.375PbCl3,2x2x2,5.69435,Direct,2.625,2.6252,-7.51138,1.04975,3.80547,4.78083,0.0427173,0.101285,,,,,,
460,K0.25Rb0.125FA0.625GeI3,2x2x2,6.3359,Direct,1.559,1.5597,-4.11664,0.598105,5.32997,5.26316,0.191282,0.307051,,,,,,
461,Rb0.375FA0.625SnCl3,2x2x2,5.86807,Direct,2.474,2.4748,-7.23656,-0.819809,3.68127,4.90672,0.0677955,0.128823,,,,,,
462,K0.375Rb0.125Cs0.125MA0.375PbI3,2x2x2,6.33303,Direct,1.824,1.8246,-4.97119,1.31568,5.5475,5.37749,0.163884,0.262815,,,,,,
463,Cs0.25FA0.75PbI3,2x2x2,6.46646,Direct,1.711,1.7111,-5.15686,-0.38961,5.73703,5.41147,0.193197,0.283928,,,,,,
464,K0.5Rb0.125FA0.375BaI3,2x2x2,6.58784,Indirect,3.711,3.7134,-8.39439,1.37761,3.38417,3.97171,0.00150099,0.0050936,,,,,,
465,Cs0.5FA0.5BaI3,2x2x2,6.74641,Indirect,3.698,3.7029,-8.53573,-0.263232,3.3192,3.95664,0.00147548,0.0054314,,,,,,
466,MA0.875FA0.125GeBr3,2x2x2,6.06075,Direct,2.153,2.1534,-5.60997,-0.371842,3.94593,4.95765,0.0914602,0.193254,,,,,,
467,K0.375Cs0.125FA0.5GeCl3,2x2x2,5.82248,Direct,3.145,3.1453,-6.6604,0.288101,3.26563,4.54983,0.0164723,0.0312157,,,,,,
468,K0.25Rb0.125Cs0.125FA0.5BaBr3,2x2x2,6.36243,Direct,4.02,4.0205,-10.1012,-0.180589,2.87263,3.51283,1.29776e-05,9.36759e-05,,,,,,
469,K0.375Cs0.25MA0.375SnI3,2x2x2,6.32822,Direct,1.087,1.0875,-4.64731,0.840685,6.31807,5.39987,0.194389,0.316187,,,,,,
470,MA0.25FA0.75SrI3,2x2x2,6.5756,Direct,3.43,3.4304,-8.29973,-0.444483,3.41073,3.96865,0.00319422,0.015489,,,,,,
471,MA0.125FA0.875SnCl3,2x2x2,6.02607,Indirect,2.663,2.6647,-7.32102,-1.1109,3.45113,4.79091,0.0479705,0.0940652,,,,,,
472,Cs8Ba8I18Cl6,2x2x2,6.47795,Direct,3.719,3.7196,-9.20342,0.535328,3.249,3.79445,0.000827968,0.00493282,,,,,,
473,Cs8Ba8I21Cl3,2x2x2,6.71227,Indirect,3.504,3.5053,-8.70849,0.432387,3.1778,3.91809,0.00219472,0.0124907,,,,,,
474,Cs8Ba8I3Cl21,2x2x2,6.14192,Direct,4.067,4.067,-10.867,1.8611,2.7531,3.31728,1.74948e-06,2.18467e-05,,,,,,
475,Cs8Ba8I6Cl18,2x2x2,6.11573,Direct,3.897,3.8972,-10.6251,1.50511,2.94943,3.44036,8.78819e-05,0.000963099,,,,,,
476,Cs8Ba8I9Cl15,2x2x2,6.25259,Indirect,3.603,3.6221,-10.2657,1.26669,3.00067,3.59999,0.000823139,0.00805326,,,,,,
477,Cs8Ca8Cl12I12,2x2x2,5.88689,Direct,4.011,4.0119,-9.55134,0.905164,3.37267,3.61901,1.99963e-05,0.000127138,,,,,,
478,Cs8Ca8Cl15I9,2x2x2,5.81192,Indirect,3.811,3.8126,-9.97149,1.08038,3.25663,3.60819,0.000278726,0.0022887,,,,,,
479,Cs8Ca8Cl21I3,2x2x2,5.56844,Direct,4.474,4.4741,-10.9321,1.31054,3.08477,3.27835,0.0,0.0,,,,,,
480,Cs8Ca8Cl3I21,2x2x2,6.15925,Direct,3.645,3.6455,-8.40826,0.262119,3.64147,4.02019,0.00175692,0.00734485,,,,,,
481,Cs8Sn8Cl18I6,2x2x2,5.91641,Direct,1.686,1.6864,-6.64133,1.01042,4.54453,5.12749,0.182287,0.287814,,,,,,
482,K8Ca8I3Cl21,2x2x2,5.38401,Direct,4.637,4.6372,-10.7734,2.43221,3.01463,3.26824,0.0,0.0,,,,,,
484,Rb8Ba8I18Cl6,2x2x2,6.40608,Direct,3.739,3.7398,-9.03958,1.87717,3.19957,3.8044,0.000806252,0.00440898,,,,,,
485,Rb8Ba8I21Cl3,2x2x2,6.47112,Direct,3.798,3.798,-8.70799,2.09338,3.29223,3.85453,0.000571004,0.00257751,,,,,,
486,Rb8Ba8I3Cl21,2x2x2,6.12613,Direct,3.789,3.7891,-10.5479,0.945718,2.66403,3.43564,0.000243215,0.0029058,,,,,,
487,Rb8Ba8I6Cl18,2x2x2,5.99052,Indirect,3.929,3.9535,-10.5644,0.813862,2.93007,3.45654,4.43209e-05,0.000424633,,,,,,
488,Rb8Ba8I9Cl15,2x2x2,6.10568,Indirect,3.612,3.6142,-10.1722,1.09069,3.0072,3.61625,0.000933823,0.00849979,,,,,,
489,Rb8Ca8Cl12I12,2x2x2,5.80053,Indirect,3.814,3.8446,-9.44477,1.22473,3.3143,3.66333,0.000239505,0.0016598,,,,,,
490,Rb8Ca8Cl15I9,2x2x2,5.73744,Indirect,3.524,3.5478,-9.80679,0.975587,3.1888,3.64321,0.00108842,0.0105854,,,,,,
491,Rb8Ca8Cl18I6,2x2x2,5.5817,Indirect,4.251,4.2663,-10.3086,0.586603,3.12403,3.39834,0.0,0.0,,,,,,
492,Rb8Ca8Cl6I18,2x2x2,5.9682,Direct,3.781,3.7814,-8.62511,1.81864,3.52183,3.87007,0.00062652,0.00306202,,,,,,
493,Rb8Ca8Cl9I15,2x2x2,5.8715,Direct,3.772,3.7725,-9.04713,1.50949,3.4423,3.7904,0.000572513,0.00335316,,,,,,
494,FA8Ge8I9Cl15,2x2x2,6.21008,Direct,2.156,2.1564,-5.81632,-1.07744,3.84683,4.95218,0.10975,0.193254,,,,,,
495,FA8Sn8I3Cl21,2x2x2,6.12104,Direct,2.576,2.5766,-6.99281,-1.13919,3.61603,4.87873,0.062204,0.110535,,,,,,
496,MA8Pb8Cl9I15,2x2x2,6.25445,Direct,1.867,1.867,-5.97495,-0.00282647,4.8609,5.27113,0.163833,0.253849,,,,,,
497,MA8Sr8Cl6I18,2x2x2,6.38852,Indirect,3.693,3.694,-8.90752,0.100229,3.20793,3.68776,0.000730834,0.00580431,,,,,,
498,FA8Sr8Cl12I12,2x2x2,6.27085,Indirect,3.591,3.5988,-9.84454,-0.695044,3.13307,3.82243,0.00179642,0.00883272,,,,,,
